First Name;Last Name;Customer name;Customer Email;Customer Address;Customer Phone;Region;Company;Position;Lead source;Creation date;Expected close date;Sales rep;Deal value;Comission (%);Comission ($);Status;Stage;Priority;Insert_date;update_date
Wolfgang;Tarrier;Wolfgang Tarrier;Wolfgang.Tarrier@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Instagram;23/11/2024;23/12/2024;Kim Johson;5 000,00;30%;1500;Lost;Refund;Low;24/01/2025;29/11/2024
Stacy;Pozzi;Stacy Pozzi;Stacy.Pozzi@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Paid Ads;24/11/2024;24/12/2024;John Smith;10 000,00;10%;1000;Marketing qualified lead;Lead qualification;Medium;25/01/2025;30/11/2024
Maddy;Larrat;Maddy Larrat;Maddy.Larrat@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;25/11/2024;25/12/2024;John Smith;11 000,00;15%;1650;Lead;Negotiation;Low;26/01/2025;01/12/2024
Kim;;Kim ;Kim.@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;26/11/2024;26/12/2024;John Smith;5 000,00;15%;750;Sales qualified lead;Contact/Meeting;Medium;27/01/2025;02/12/2024
Elvis;O'Leagham;Elvis O'Leagham;Elvis.O'Leagham@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;27/11/2024;27/12/2024;Sarah Davis;1 000,00;12%;120;Open;Opportunity;High;28/01/2025;03/12/2024
Bevvy;Siegertsz;Bevvy Siegertsz;Bevvy.Siegertsz@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;28/11/2024;28/12/2024;Sarah Davis;25 000,00;30%;7500;On Hold;Solution;Medium;29/01/2025;04/12/2024
Rudd;Strangeways;Rudd Strangeways;Rudd.Strangeways@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;29/11/2024;29/12/2024;Sarah Davis;500;5%;25;Won;Proposal Discussed;Low;30/01/2025;05/12/2024
Frederik;Duckett;Frederik Duckett;Frederik.Duckett@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;30/11/2024;30/12/2024;Sarah Davis;25 000,00;30%;7500;Lead;Written Proposal;Medium;31/01/2025;06/12/2024
Anthea;Guesford;Anthea Guesford;Anthea.Guesford@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;12/01/2024;11/02/2024;Kim Johson;30 000,00;20%;6000;Won;Contract;High;01/02/2025;07/12/2024
Francklin;Ubanks;Francklin Ubanks;Francklin.Ubanks@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;12/02/2024;13/03/2024;Kim Johson;10 000,00;12%;1200;Won;Purchase Order;Medium;02/02/2025;08/12/2024
Norma;Batrim;Norma Batrim;Norma.Batrim@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;12/03/2024;11/04/2024;Kim Johson;25 000,00;30%;7500;Won;Invoice;Low;03/02/2025;09/12/2024
Gregg;Townsend;Gregg Townsend;Gregg.Townsend@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;12/04/2024;12/05/2024;Caroline Lewis;500;5%;25;Won;Payment;Medium;04/02/2025;10/12/2024
Gabrielle;Giraudot;Gabrielle Giraudot;Gabrielle.Giraudot@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;12/05/2024;11/06/2024;Caroline Lewis;3 500,00;30%;1050;Lost;Refund;Medium;05/02/2025;11/12/2024
Yvonne;;Yvonne ;Yvonne.@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;12/06/2024;12/07/2024;Caroline Lewis;10 000,00;12%;1200;On Hold;Lead qualification;High;06/02/2025;12/12/2024
Tootsie;Hurt;Tootsie Hurt;Tootsie.Hurt@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;12/07/2024;11/08/2024;Caroline Lewis;11 000,00;30%;3300;Open;Negotiation;Medium;07/02/2025;13/12/2024
Mitch;Rains;Mitch Rains;Mitch.Rains@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;12/08/2024;11/09/2024;Caroline Lewis;25 000,00;5%;1250;Open;Contact/Meeting;Low;08/02/2025;14/12/2024
Kissie;Delong;Kissie Delong;Kissie.Delong@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;12/09/2024;12/10/2024;Caroline Lewis;500;30%;150;Open;Opportunity;Medium;09/02/2025;15/12/2024
Scott;Ommundsen;Scott Ommundsen;Scott.Ommundsen@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Paid Ads;12/10/2024;11/11/2024;Caroline Lewis;14 000,00;12%;1680;Open;Solution;High;10/02/2025;16/12/2024
Cassy;Awdry;Cassy Awdry;Cassy.Awdry@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Personal referrals;12/11/2024;12/12/2024;Caroline Lewis;15 000,00;30%;4500;Open;Proposal Discussed;High;11/02/2025;17/12/2024
Ira;Lamlin;Ira Lamlin;Ira.Lamlin@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Paid Ads;12/12/2024;11/01/2025;Caroline Lewis;25 000,00;20%;5000;Lead;Written Proposal;Medium;12/02/2025;18/12/2024
Meridel;Rawet;Meridel Rawet;Meridel.Rawet@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Personal referrals;13/12/2024;12/01/2025;Caroline Lewis;500;30%;150;Won;Contract;Low;13/02/2025;19/12/2024
Dorita;Blackburne;Dorita Blackburne;Dorita.Blackburne@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Instagram;14/12/2024;13/01/2025;Caroline Lewis;3 500,00;12%;420;Won;Purchase Order;Medium;14/02/2025;20/12/2024
Harland;Spilisy;Harland Spilisy;Harland.Spilisy@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Paid Ads;15/12/2024;14/01/2025;Caroline Lewis;20 000,00;30%;6000;On Hold;Invoice;High;15/02/2025;21/12/2024
Quint;Popov;Quint Popov;Quint.Popov@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Personal referrals;16/12/2024;15/01/2025;Caroline Lewis;12 500,00;5%;625;Won;Payment;Medium;16/02/2025;22/12/2024
Bertram;Linn;Bertram Linn;Bertram.Linn@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Instagram;17/12/2024;16/01/2025;Caroline Lewis;5 000,00;30%;1500;Lost;Refund;Low;17/02/2025;23/12/2024
Ailyn;Carberry;Ailyn Carberry;Ailyn.Carberry@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Paid Ads;18/12/2024;17/01/2025;Caroline Lewis;10 000,00;10%;1000;Marketing qualified lead;Lead qualification;Medium;18/02/2025;24/12/2024
Nina;Murcutt;Nina Murcutt;Nina.Murcutt@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;19/12/2024;18/01/2025;Caroline Lewis;11 000,00;15%;1650;Lead;Negotiation;Low;19/02/2025;25/12/2024
Henrietta;Seater;Henrietta Seater;Henrietta.Seater@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;20/12/2024;19/01/2025;Caroline Lewis;5 000,00;15%;750;Sales qualified lead;Contact/Meeting;High;20/02/2025;26/12/2024
Jorrie;Hanhardt;Jorrie Hanhardt;Jorrie.Hanhardt@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;21/12/2024;20/01/2025;Caroline Lewis;1 000,00;12%;120;Open;Opportunity;High;21/02/2025;27/12/2024
Carter;Kaesmakers;Carter Kaesmakers;Carter.Kaesmakers@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;22/12/2024;21/01/2025;Caroline Lewis;25 000,00;30%;7500;On Hold;Solution;Medium;22/02/2025;28/12/2024
Lorne;Quested;Lorne Quested;Lorne.Quested@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;23/12/2024;22/01/2025;Caroline Lewis;500;5%;25;Won;Proposal Discussed;Low;23/02/2025;29/12/2024
Nigel;Phippard;Nigel Phippard;Nigel.Phippard@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;24/12/2024;23/01/2025;Noah Harris;3 500,00;30%;1050;Lead;Written Proposal;Medium;24/02/2025;30/12/2024
Nevsa;Washtell;Nevsa Washtell;Nevsa.Washtell@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;25/12/2024;24/01/2025;Kim Johson;30 000,00;20%;6000;Won;Contract;High;25/02/2025;31/12/2024
Fawnia;Bartrum;Fawnia Bartrum;Fawnia.Bartrum@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;26/12/2024;25/01/2025;John Smith;10 000,00;12%;1200;Won;Purchase Order;Medium;26/02/2025;01/01/2025
Ive;Chapelhow;Ive Chapelhow;Ive.Chapelhow@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;27/12/2024;26/01/2025;John Smith;25 000,00;30%;7500;Won;Invoice;Low;27/02/2025;02/01/2025
Coral;Dunkirk;Coral Dunkirk;Coral.Dunkirk@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;28/12/2024;27/01/2025;John Smith;500;5%;25;Won;Payment;Medium;28/02/2025;03/01/2025
Lisette;Nesbit;Lisette Nesbit;Lisette.Nesbit@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;29/12/2024;28/01/2025;Caroline Lewis;3 500,00;30%;1050;Lost;Refund;Medium;01/03/2025;04/01/2025
Raffarty;Giacomoni;Raffarty Giacomoni;Raffarty.Giacomoni@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;30/12/2024;29/01/2025;Caroline Lewis;10 000,00;12%;1200;On Hold;Lead qualification;High;02/03/2025;05/01/2025
Caryn;Sampey;Caryn Sampey;Caryn.Sampey@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;31/12/2024;30/01/2025;Caroline Lewis;11 000,00;30%;3300;Open;Negotiation;Medium;03/03/2025;06/01/2025
Donni;Boor;Donni Boor;Donni.Boor@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;01/01/2025;31/01/2025;John Smith;10 000,00;5%;500;Open;Contact/Meeting;Low;04/03/2025;07/01/2025
Niel;Abilowitz;Niel Abilowitz;Niel.Abilowitz@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Web;01/02/2025;03/03/2025;John Smith;11 000,00;30%;3300;Open;Opportunity;Medium;05/03/2025;08/01/2025
Beverie;Bosanko;Beverie Bosanko;Beverie.Bosanko@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Personal referrals;01/03/2025;31/03/2025;Sarah Davis;5 000,00;12%;600;Open;Solution;High;06/03/2025;09/01/2025
Temp;Thebeau;Temp Thebeau;Temp.Thebeau@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Instagram;01/04/2025;01/05/2025;Sarah Davis;1 000,00;30%;300;Open;Proposal Discussed;High;07/03/2025;10/01/2025
Cecilia;Chipchase;Cecilia Chipchase;Cecilia.Chipchase@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Paid Ads;01/05/2025;31/05/2025;Kim Johson;25 000,00;20%;5000;Lead;Written Proposal;Medium;08/03/2025;11/01/2025
Gregoor;Aronovitz;Gregoor Aronovitz;Gregoor.Aronovitz@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Paid Ads;01/06/2025;01/07/2025;Kim Johson;500;30%;150;Won;Contract;Low;09/03/2025;12/01/2025
Ardis;Tomlett;Ardis Tomlett;Ardis.Tomlett@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Personal referrals;01/07/2025;31/07/2025;Noah Harris;25 000,00;12%;3000;Won;Purchase Order;Medium;10/03/2025;13/01/2025
Stesha;Morecombe;Stesha Morecombe;Stesha.Morecombe@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Instagram;01/08/2025;31/08/2025;Noah Harris;25 000,00;30%;7500;On Hold;Invoice;High;11/03/2025;14/01/2025
Fleurette;Whardley;Fleurette Whardley;Fleurette.Whardley@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Paid Ads;01/09/2025;01/10/2025;John Smith;500;5%;25;Won;Payment;Medium;12/03/2025;15/01/2025
Willis;Whyler;Willis Whyler;Willis.Whyler@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Paid Ads;01/10/2025;31/10/2025;John Smith;3 500,00;30%;1050;Lost;Refund;Low;13/03/2025;16/01/2025
Marc;Waddilove;Marc Waddilove;Marc.Waddilove@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;01/11/2025;01/12/2025;John Smith;10 000,00;10%;1000;Marketing qualified lead;Lead qualification;Medium;14/03/2025;17/01/2025
Phillis;Rudwell;Phillis Rudwell;Phillis.Rudwell@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;01/12/2025;31/12/2025;John Smith;11 000,00;15%;1650;Lead;Negotiation;Low;15/03/2025;18/01/2025
Darda;Kernocke;Darda Kernocke;Darda.Kernocke@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;13/01/2025;12/02/2025;John Smith;10 000,00;15%;1500;Sales qualified lead;Contact/Meeting;Medium;16/03/2025;19/01/2025
Byran;Goodfield;Byran Goodfield;Byran.Goodfield@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;14/01/2025;13/02/2025;John Smith;25 000,00;12%;3000;Open;Opportunity;High;17/03/2025;20/01/2025
Jayson;Chilcott;Jayson Chilcott;Jayson.Chilcott@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;15/01/2025;14/02/2025;John Smith;500;30%;150;On Hold;Solution;Medium;18/03/2025;21/01/2025
Teddy;Keijser;Teddy Keijser;Teddy.Keijser@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;16/01/2025;15/02/2025;John Smith;3 500,00;5%;175;Won;Proposal Discussed;Low;19/03/2025;22/01/2025
Shaun;Murphey;Shaun Murphey;Shaun.Murphey@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;17/01/2025;16/02/2025;John Smith;10 000,00;30%;3000;Lead;Written Proposal;Medium;20/03/2025;23/01/2025
Wadsworth;Hubane;Wadsworth Hubane;Wadsworth.Hubane@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;18/01/2025;17/02/2025;John Smith;11 000,00;20%;2200;Won;Contract;High;21/03/2025;24/01/2025
Rudolf;Brandes;Rudolf Brandes;Rudolf.Brandes@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;19/01/2025;18/02/2025;John Smith;10 000,00;12%;1200;Won;Purchase Order;Medium;22/03/2025;25/01/2025
Zachary;Matyukon;Zachary Matyukon;Zachary.Matyukon@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;20/01/2025;19/02/2025;John Smith;11 000,00;30%;3300;Won;Invoice;Low;23/03/2025;26/01/2025
Clemence;Vautre;Clemence Vautre;Clemence.Vautre@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;21/01/2025;20/02/2025;John Smith;5 000,00;5%;250;Won;Payment;Medium;24/03/2025;27/01/2025
Derick;Fasler;Derick Fasler;Derick.Fasler@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;22/01/2025;21/02/2025;John Smith;1 000,00;30%;300;Lost;Refund;Medium;25/03/2025;28/01/2025
Hayden;Heersema;Hayden Heersema;Hayden.Heersema@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;23/01/2025;22/02/2025;John Smith;25 000,00;12%;3000;On Hold;Lead qualification;High;26/03/2025;29/01/2025
Charis;Greaves;Charis Greaves;Charis.Greaves@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;24/01/2025;23/02/2025;John Smith;500;30%;150;Open;Negotiation;Medium;27/03/2025;30/01/2025
Chas;Carabet;Chas Carabet;Chas.Carabet@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;25/01/2025;24/02/2025;John Smith;25 000,00;5%;1250;Open;Contact/Meeting;Low;28/03/2025;31/01/2025
Hanan;McGreay;Hanan McGreay;Hanan.McGreay@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;26/01/2025;25/02/2025;Noah Harris;30 000,00;30%;9000;Open;Opportunity;Medium;29/03/2025;01/02/2025
Mahmud;Dobbson;Mahmud Dobbson;Mahmud.Dobbson@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Personal referrals;27/01/2025;26/02/2025;Noah Harris;10 000,00;12%;1200;Open;Solution;High;30/03/2025;02/02/2025
Salomone;Sleford;Salomone Sleford;Salomone.Sleford@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Instagram;28/01/2025;27/02/2025;Noah Harris;25 000,00;30%;7500;Open;Proposal Discussed;High;31/03/2025;03/02/2025
Tome;Tyt;Tome Tyt;Tome.Tyt@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Paid Ads;29/01/2025;28/02/2025;Noah Harris;500;20%;100;Lead;Written Proposal;Medium;01/04/2025;04/02/2025
Koressa;Maris;Koressa Maris;Koressa.Maris@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Paid Ads;30/01/2025;01/03/2025;Noah Harris;10 000,00;30%;3000;Won;Contract;Low;02/04/2025;05/02/2025
Alvan;Rebichon;Alvan Rebichon;Alvan.Rebichon@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Paid Ads;31/01/2025;02/03/2025;Noah Harris;25 000,00;12%;3000;Won;Purchase Order;Medium;03/04/2025;06/02/2025
Kelci;Morrison;Kelci Morrison;Kelci.Morrison@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Paid Ads;02/01/2025;01/02/2025;Noah Harris;500;30%;150;On Hold;Invoice;High;04/04/2025;07/02/2025
Lannie;Chat;Lannie Chat;Lannie.Chat@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Personal referrals;02/02/2025;04/03/2025;Noah Harris;3 500,00;5%;175;Won;Payment;Medium;05/04/2025;08/02/2025
Sylvan;Capper;Sylvan Capper;Sylvan.Capper@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Instagram;02/03/2025;01/04/2025;Noah Harris;10 000,00;30%;3000;Lost;Refund;Low;06/04/2025;09/02/2025
Nevin;Hanfrey;Nevin Hanfrey;Nevin.Hanfrey@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Paid Ads;02/04/2025;02/05/2025;Noah Harris;1 000,00;10%;100;Marketing qualified lead;Lead qualification;High;07/04/2025;10/02/2025
Cammi;Tesmond;Cammi Tesmond;Cammi.Tesmond@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;02/05/2025;01/06/2025;Noah Harris;25 000,00;15%;3750;Lead;Negotiation;Low;08/04/2025;11/02/2025
Andie;Bonney;Andie Bonney;Andie.Bonney@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;02/06/2025;02/07/2025;Noah Harris;500;15%;75;Sales qualified lead;Contact/Meeting;High;09/04/2025;12/02/2025
Nolana;Rotter;Nolana Rotter;Nolana.Rotter@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;02/07/2025;01/08/2025;Noah Harris;25 000,00;12%;3000;Open;Opportunity;High;10/04/2025;13/02/2025
Charisse;Thoresby;Charisse Thoresby;Charisse.Thoresby@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;02/08/2025;01/09/2025;Noah Harris;30 000,00;30%;9000;On Hold;Solution;Medium;11/04/2025;14/02/2025
Bennie;Llywarch;Bennie Llywarch;Bennie.Llywarch@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;02/09/2025;02/10/2025;Noah Harris;10 000,00;5%;500;Won;Proposal Discussed;Low;12/04/2025;15/02/2025
Peyton;Monkeman;Peyton Monkeman;Peyton.Monkeman@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;02/10/2025;01/11/2025;Noah Harris;25 000,00;30%;7500;Lead;Written Proposal;Medium;13/04/2025;16/02/2025
Theo;;Theo ;Theo.@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;02/11/2025;02/12/2025;Kim Johson;500;20%;100;Won;Contract;High;14/04/2025;17/02/2025
Barby;Charlwood;Barby Charlwood;Barby.Charlwood@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;02/12/2025;01/01/2026;Kim Johson;3 500,00;12%;420;Won;Purchase Order;Medium;15/04/2025;18/02/2025
Devinne;Tommeo;Devinne Tommeo;Devinne.Tommeo@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;13/02/2025;15/03/2025;Kim Johson;10 000,00;30%;3000;Won;Invoice;Low;16/04/2025;19/02/2025
Ida;;Ida ;Ida.@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;14/02/2025;16/03/2025;Kim Johson;11 000,00;5%;550;Won;Payment;Medium;17/04/2025;20/02/2025
Rebekah;Dmych;Rebekah Dmych;Rebekah.Dmych@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;15/02/2025;17/03/2025;Kim Johson;5 000,00;30%;1500;Lost;Refund;High;18/04/2025;21/02/2025
Worden;Fossitt;Worden Fossitt;Worden.Fossitt@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;16/02/2025;18/03/2025;Kim Johson;1 000,00;12%;120;On Hold;Lead qualification;High;19/04/2025;22/02/2025
Kessiah;Logg;Kessiah Logg;Kessiah.Logg@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;17/02/2025;19/03/2025;Kim Johson;25 000,00;30%;7500;Open;Negotiation;Medium;20/04/2025;23/02/2025
Regen;Nares;Regen Nares;Regen.Nares@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;18/02/2025;20/03/2025;Kim Johson;500;5%;25;Open;Contact/Meeting;Low;21/04/2025;24/02/2025
Germain;De la Harpe;Germain De la Harpe;Germain.De la Harpe@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;19/02/2025;21/03/2025;Kim Johson;25 000,00;30%;7500;Open;Opportunity;Medium;22/04/2025;25/02/2025
Stanislaus;Gottelier;Stanislaus Gottelier;Stanislaus.Gottelier@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Paid Ads;20/02/2025;22/03/2025;Kim Johson;30 000,00;12%;3600;Open;Solution;High;23/04/2025;26/02/2025
Lura;MacKim;Lura MacKim;Lura.MacKim@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Paid Ads;21/02/2025;23/03/2025;Kim Johson;10 000,00;30%;3000;Open;Proposal Discussed;High;24/04/2025;27/02/2025
Effie;Duddy;Effie Duddy;Effie.Duddy@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Paid Ads;22/02/2025;24/03/2025;Sarah Davis;25 000,00;20%;5000;Lead;Written Proposal;Medium;25/04/2025;28/02/2025
Addia;Abels;Addia Abels;Addia.Abels@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Paid Ads;23/02/2025;25/03/2025;Sarah Davis;500;30%;150;Won;Contract;Low;26/04/2025;01/03/2025
Hugh;Wilce;Hugh Wilce;Hugh.Wilce@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Paid Ads;24/02/2025;26/03/2025;Sarah Davis;3 500,00;12%;420;Won;Purchase Order;High;27/04/2025;02/03/2025
Janka;Yesinin;Janka Yesinin;Janka.Yesinin@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Paid Ads;25/02/2025;27/03/2025;Sarah Davis;10 000,00;30%;3000;On Hold;Invoice;High;28/04/2025;03/03/2025
